"scene","idk_1","actual_char","hidden_char","text","text_hira","text_kata"
0,464,"道隆","","「ふわぁ……ぁ……」","",""
0,448,"","","昨日汐音とした後に、もう一回風呂に入った。","",""
0,448,"","","その後は桜花と三人でまた遊んで、大量に買ってきた\nお土産をおかずに晩飯を食って……。","その後は桜花と三人でまた遊んで、大量に買ってきたお土産をおかずに晩飯を食って……。","その後は桜花と三人でまた遊んで、大量に買ってきたお土産をおかずに晩飯を食って……。"
0,448,"","","……体がだるい。\n正直体力を使いすぎた感じがしないでもない。","……体がだるい。正直体力を使いすぎた感じがしないでもない。","……体がだるい。正直体力を使いすぎた感じがしないでもない。"
0,448,"","","それくらい濃密な交わりだったような気がしている。","",""
0,448,"","","でも……うん。\nこれでいい。","でも……うん。これでいい。","でも……うん。これでいい。"
0,448,"","","汐音の初体験のやり直しなんだから、あれくらいの\n交わりで当然だ。","汐音の初体験のやり直しなんだから、あれくらいの交わりで当然だ。","汐音の初体験のやり直しなんだから、あれくらいの交わりで当然だ。"
0,448,"桜花","","「やあ、おはよう。\nずいぶん早いね」","「やあ、おはよう。ずいぶん早いね」","「やあ、おはよう。ずいぶん早いね」"
0,448,"道隆","","「ああ、なんだか目が覚めちまった」","",""
0,448,"桜花","","「そうか……と言いたいが、実はとても困るんだ」","",""
0,448,"道隆","","「なんでだ？」","",""
0,448,"","","俺が早起きしたら困る？","",""
0,448,"","","どういう意味なのかわからなくて、首を傾げる。","",""
0,448,"桜花","","「汐音と朝食の支度をしていてね。\nもう少ししたら道隆の部屋に届ける。待っていてくれないか？」","「汐音と朝食の支度をしていてね。もう少ししたら道隆の部屋に届ける。待っていてくれないか？」","「汐音と朝食の支度をしていてね。もう少ししたら道隆の部屋に届ける。待っていてくれないか？」"
0,448,"道隆","","「いいけど……」","",""
0,448,"桜花","","「きっと喜ぶと思うよ」","",""
0,448,"","","……そんな意味深な事を言っていた。","",""
0,464,"","","待てと言われてから、一時間ほどが経過した。","",""
0,448,"","","……一体何をやっているんだろ。","",""
0,448,"汐音","","「た、タカちゃん、はいるよ」","",""
0,448,"道隆","","「ああ、今開ける」","",""
0,448,"","","料理のお盆があるなら、開けられないだろう。","",""
0,448,"","","代わりに入り口を開けた。\nそうして汐音を部屋に入れると――。","代わりに入り口を開けた。そうして汐音を部屋に入れると――。","代わりに入り口を開けた。そうして汐音を部屋に入れると――。"
0,456,"汐音","","「お、おまたせ……」","",""
0,456,"","","……未知の光景が広がっていた。","",""
0,456,"道隆","","「こ、これは！！」","",""
0,456,"","","男の夢！　フェチズムの定番！\n若奥様プレイの極地！","男の夢！　フェチズムの定番！若奥様プレイの極地！","男の夢！　フェチズムの定番！若奥様プレイの極地！"
0,456,"","","いわゆる裸エプロン！","",""
0,456,"汐音","","「は、はずかしいからあんまりみないで」","",""
0,456,"道隆","","「いやだがしかし！！」","",""
0,456,"汐音","","「……もう……」","",""
0,456,"","","まさかこんな所で新妻プレイが出来るとは。","",""
0,456,"道隆","","「少しだけそのままで。頼む！」","",""
0,456,"道隆","","「ちなみに、お触りはいいか？」","",""
0,456,"汐音","","「い、いいけど……」","",""
0,456,"","","よし。許可も貰えた。","",""
0,456,"","","汐音がお盆を落とさないように、優しく触る。","",""
0,456,"","","――ふに。","",""
0,456,"汐音","","「んんっ」","",""
0,456,"","","お尻をつつくと身を震わせる。","",""
0,456,"","","やはり汐音の感度は抜群だ。","",""
0,456,"汐音","","「……ん、んんっ」","",""
0,456,"","","両手で尻を揉みしだいた。","",""
0,456,"汐音","","「あっ、んっ」","",""
0,456,"","","体を震わせる。\n感じているのもあると思うが、逃げようとしている所から\nするとくすぐったさが勝ってるようだ。","体を震わせる。感じているのもあると思うが、逃げようとしている所からするとくすぐったさが勝ってるようだ。","体を震わせる。感じているのもあると思うが、逃げようとしている所からするとくすぐったさが勝ってるようだ。"
0,456,"汐音","","「……ん、や、だめ。くすぐったい」","",""
0,456,"道隆","","「それなら……」","",""
0,456,"","","両手で胸を掴んだ。","",""
0,456,"汐音","","「きゃっ」","",""
0,456,"","","お盆の上の食器が音を立てて鳴る。","",""
0,456,"汐音","","「あ、あぶな……っ」","",""
0,456,"道隆","","「そのままもう少し」","",""
0,456,"","","エプロンの上から、胸を愛撫する。\n昨日よりも荒々しく。でも痛くないように気をつけながら。","エプロンの上から、胸を愛撫する。昨日よりも荒々しく。でも痛くないように気をつけながら。","エプロンの上から、胸を愛撫する。昨日よりも荒々しく。でも痛くないように気をつけながら。"
0,456,"","","汐音はお盆を落とさないように必死に体を押さえている。","",""
0,456,"","","そこを撫でまわし、太ももの間に手を入れて、すべすべの肌を\n触りまくる。","そこを撫でまわし、太ももの間に手を入れて、すべすべの肌を触りまくる。","そこを撫でまわし、太ももの間に手を入れて、すべすべの肌を触りまくる。"
0,456,"汐音","","「んんっ、あ……ああっ。んんっ」","",""
0,456,"","","声が抑えられなくなってきていた。","",""
0,456,"道隆","","「……楽しい」","",""
0,456,"汐音","","「おもしろがっちゃダメ……っ」","",""
0,456,"","","汐音が動けないのを良い事に、あちこち触りまくる。","",""
0,456,"","","目を閉じて必死に快感を抑えている。","",""
0,456,"","","お盆がカタカタとなって非常に危ない。","",""
0,456,"","","だけど、それを落とさないように健気に支えている姿は\nたまらないものがある。","だけど、それを落とさないように健気に支えている姿はたまらないものがある。","だけど、それを落とさないように健気に支えている姿はたまらないものがある。"
0,456,"汐音","","「……はぁ、はぁ、ん」","",""
0,456,"汐音","","「ぁ、はぁ……」","",""
0,456,"","","切なげに吐息をついた。","",""
0,456,"","","汐音の股間から、透明な液体が太ももを伝っていた。","",""
0,456,"","","頬が上気して、息も絶え絶えになっている。","",""
0,456,"汐音","","「……ん、あ……はぁっ、あ」","",""
0,456,"汐音","","「ね、ねえ。タカちゃん……」","",""
0,456,"","","息も切れ切れになっている。","",""
0,456,"","","上気した素肌とエプロンのコントラストがとてもエロい。","",""
0,456,"汐音","","「もう……ゆるして……」","",""
0,456,"道隆","","「……ん……」","",""
0,456,"","","ごくりと唾を飲み込む。\nその音がやけに大きく響いた。","ごくりと唾を飲み込む。その音がやけに大きく響いた。","ごくりと唾を飲み込む。その音がやけに大きく響いた。"
0,456,"道隆","","「お盆をこっちに。\n汐音はそのままにしていてくれ」","「お盆をこっちに。汐音はそのままにしていてくれ」","「お盆をこっちに。汐音はそのままにしていてくれ」"
0,456,"","","お盆を机の上に降ろし、汐音の後ろに回る。","",""
0,456,"","","すでにペニスは硬くなっている。\nズボンから取り出すと狭い所から解放されたように、上を\n向いて起立していた。","すでにペニスは硬くなっている。ズボンから取り出すと狭い所から解放されたように、上を向いて起立していた。","すでにペニスは硬くなっている。ズボンから取り出すと狭い所から解放されたように、上を向いて起立していた。"
0,456,"","","既に濡れそぼった秘所に合わせ――。","",""
0,456,"","","――ずちゅ。","",""
0,456,"汐音","","「んあぁっっ！！！」","",""
0,456,"","","汐音の中に突き入れた。","",""
0,456,"道隆","","「く……熱い……。\n締めつけてくる……っ」","「く……熱い……。締めつけてくる……っ」","「く……熱い……。締めつけてくる……っ」"
0,456,"","","――ずちゅっ、くちゅっ！　ずちゅっ！！","",""
0,456,"","","後ろから汐音の中へ挿入していく。","",""
0,456,"","","立ったままの不安定さか、太ももに力を込めて転ばないように\nしているのが分かる。","立ったままの不安定さか、太ももに力を込めて転ばないようにしているのが分かる。","立ったままの不安定さか、太ももに力を込めて転ばないようにしているのが分かる。"
0,456,"","","しかしそれが膣内の締め付けに繋がって、突き入れる俺の\nペニスに快楽を与えていた。","しかしそれが膣内の締め付けに繋がって、突き入れる俺のペニスに快楽を与えていた。","しかしそれが膣内の締め付けに繋がって、突き入れる俺のペニスに快楽を与えていた。"
0,456,"汐音","","「んんっっ！！　あっ。ああっっ！！」","",""
0,456,"汐音","","「ああんっ、いい、きもちいいよぅっ」","",""
0,456,"","","汐音の声から快楽がこぼれおちる。","",""
0,456,"道隆","","「俺もだ。お前の中すっげぇ締めつけてくる」","",""
0,456,"","","突き入れるたびにうねうねと動いて、襞が絡みついてくる。\n溢れる愛液がぐちゅぐちゅと音を立てる。","突き入れるたびにうねうねと動いて、襞が絡みついてくる。溢れる愛液がぐちゅぐちゅと音を立てる。","突き入れるたびにうねうねと動いて、襞が絡みついてくる。溢れる愛液がぐちゅぐちゅと音を立てる。"
0,456,"","","太ももを伝い落ちる愛液が量を増していく。","",""
0,456,"","","ぽたぽたと畳の上に零れ落ちていた。","",""
0,456,"汐音","","「んっ、タカ、ちゃん。もっと、もっとぉ……っ」","",""
0,456,"","","焦らされたせいか、汐音のあそこは俺のをすんなりと\n奥まで受け入れていた。","焦らされたせいか、汐音のあそこは俺のをすんなりと奥まで受け入れていた。","焦らされたせいか、汐音のあそこは俺のをすんなりと奥まで受け入れていた。"
