"scene","idk_1","actual_char","hidden_char","text","text_hira","text_kata"
0,464,"","","昨日と違って、今日は静かなものだった。","",""
0,448,"道隆","","（どうするかなぁ……）","",""
0,448,"","","麗奈にも相談してみようかと思ったが、昼は波多野と\n何か話し込んでいるようだった。","麗奈にも相談してみようかと思ったが、昼は波多野と何か話し込んでいるようだった。","麗奈にも相談してみようかと思ったが、昼は波多野と何か話し込んでいるようだった。"
0,448,"","","先輩も見かけたが、島津先生に熱心に何か尋ねてた。","",""
0,448,"道隆","","「昨日のあれ、どうなったんだ？」","",""
0,448,"","","仕方ないので本人に直接尋ねる事にした。","",""
0,448,"修平","","「わからん……断ってたらいなくなってた」","",""
0,448,"道隆","","「そっか。これで終わってくれるといいんだけど」","",""
0,448,"修平","","「そうだな。バイト先首になると困る」","",""
0,448,"道隆","","「……そうなったら一大事だしな」","",""
0,448,"修平","","「ああ。なら、俺はしばらく大っぴらに外に出ない方が\nいいのか。向こうもそのうち忘れるだろう」","「ああ。なら、俺はしばらく大っぴらに外に出ない方がいいのか。向こうもそのうち忘れるだろう」","「ああ。なら、俺はしばらく大っぴらに外に出ない方がいいのか。向こうもそのうち忘れるだろう」"
0,448,"修平","","「ただそうなると、買い物も俺自身じゃ行かない方がいいな。\n妹に任せるのは不安なんだが……」","「ただそうなると、買い物も俺自身じゃ行かない方がいいな。妹に任せるのは不安なんだが……」","「ただそうなると、買い物も俺自身じゃ行かない方がいいな。妹に任せるのは不安なんだが……」"
0,448,"","","珍しく眉間にしわを寄せている。","",""
0,448,"道隆","","「美緒ちゃん、買い物苦手なんだ」","",""
0,448,"修平","","「たまに変なモノを買ってくるんだ。使いもしない特売品だの\n美味くもない菓子だの、変なジュースだの」","「たまに変なモノを買ってくるんだ。使いもしない特売品だの美味くもない菓子だの、変なジュースだの」","「たまに変なモノを買ってくるんだ。使いもしない特売品だの美味くもない菓子だの、変なジュースだの」"
0,448,"道隆","","「……なるほど」","",""
0,448,"","","何となく分かる。","",""
0,448,"","","うちの実家にもお袋が買ってきた謎の飲み物や、食いきれない\n特売品のお菓子が沢山あった。","うちの実家にもお袋が買ってきた謎の飲み物や、食いきれない特売品のお菓子が沢山あった。","うちの実家にもお袋が買ってきた謎の飲み物や、食いきれない特売品のお菓子が沢山あった。"
0,448,"","","いつまでたっても無くなってない所を見ると、お茶菓子で\n出しても不評だったのだろう。","いつまでたっても無くなってない所を見ると、お茶菓子で出しても不評だったのだろう。","いつまでたっても無くなってない所を見ると、お茶菓子で出しても不評だったのだろう。"
0,448,"修平","","「そんなわけだから、心配かけたな」","",""
0,448,"道隆","","「別にそこまで心配してた訳じゃないぞ」","",""
0,448,"修平","","「そうか？　まあ、礼を言っておく」","",""
0,448,"","","微妙に照れ臭くなる事を真面目に言われて、こっちがどう\nしていいのやら。","微妙に照れ臭くなる事を真面目に言われて、こっちがどうしていいのやら。","微妙に照れ臭くなる事を真面目に言われて、こっちがどうしていいのやら。"
0,448,"道隆","","「真面目に聞きたいけど、そこまで困ってる訳じゃないのか？」","",""
0,448,"修平","","「今は……まあ。そうだな。\n手伝って欲しい事も特にない」","「今は……まあ。そうだな。手伝って欲しい事も特にない」","「今は……まあ。そうだな。手伝って欲しい事も特にない」"
0,448,"","","そこまで深刻って訳でもないようだ。","",""
0,448,"","","ならどうするか……？","",""
2,464,"道隆","","（……手を引こう。これ以上は俺が首を突っ込む事じゃない）","",""
2,448,"","","もちろん手を貸してくれと言われたら協力するつもりだけど\n必要もないのに首を突っ込んで事態を悪化させたら、ただの\n要らないお節介だ。","もちろん手を貸してくれと言われたら協力するつもりだけど必要もないのに首を突っ込んで事態を悪化させたら、ただの要らないお節介だ。","もちろん手を貸してくれと言われたら協力するつもりだけど必要もないのに首を突っ込んで事態を悪化させたら、ただの要らないお節介だ。"
