"scene","idk_1","actual_char","hidden_char","text","text_hira","text_kata"
0,464,"修平","","「すっかり世話になったな」","",""
0,448,"道隆","","「別にいいさ。それよりもう大丈夫なのか？」","",""
0,448,"修平","","「歩くくらいはな」","",""
0,448,"","","夕方になって修平は帰ると言った。","",""
0,448,"","","体力は少しずつ戻ってきているらしい。","",""
0,448,"","","自宅の方がゆっくり休めるだろうから、帰れるなら\nその方が良いだろう。","自宅の方がゆっくり休めるだろうから、帰れるならその方が良いだろう。","自宅の方がゆっくり休めるだろうから、帰れるならその方が良いだろう。"
0,448,"","","夕方になって千歳さんが戻った後は、入れ替わりで汐音が\n来ていた。","夕方になって千歳さんが戻った後は、入れ替わりで汐音が来ていた。","夕方になって千歳さんが戻った後は、入れ替わりで汐音が来ていた。"
0,448,"","","桜花も交えて、三人で外に出ている。","",""
0,448,"汐音","","「やっぱりタクシー呼んだ方がよくない？」","",""
0,448,"修平","","「近いし平気だろ」","",""
0,448,"桜花","","「家は以前に妹さんを送った時に一度行ってるしね。\nまた送っておこうか」","「家は以前に妹さんを送った時に一度行ってるしね。また送っておこうか」","「家は以前に妹さんを送った時に一度行ってるしね。また送っておこうか」"
0,448,"修平","","「そこまでは……それに連中に見つかったら」","",""
0,448,"桜花","","「道隆が居れば平気だよ。\nボクも……腕には自信がある」","「道隆が居れば平気だよ。ボクも……腕には自信がある」","「道隆が居れば平気だよ。ボクも……腕には自信がある」"
0,448,"汐音","","「わ、わたしは逃げようかな……」","",""
0,448,"修平","","「…………」","",""
0,448,"","","どうするんだ？　という目でこっちを見てくる。","",""
0,448,"道隆","","「……桜花なら大丈夫だろう。\nこいつを殺せる人間が地球上に居るとは思えない」","「……桜花なら大丈夫だろう。こいつを殺せる人間が地球上に居るとは思えない」","「……桜花なら大丈夫だろう。こいつを殺せる人間が地球上に居るとは思えない」"
0,448,"","","もう死んでるし。幽霊だし。","",""
0,448,"修平","","「どんな自信かは知らないが、わかった」","",""
0,448,"","","不承不承ではあるが、ひとまず妥協してくれたようだった。","",""
0,464,"","","怪我してる修平だが歩くペースは普通くらいで、外見からは\n変化が見えなかった。","怪我してる修平だが歩くペースは普通くらいで、外見からは変化が見えなかった。","怪我してる修平だが歩くペースは普通くらいで、外見からは変化が見えなかった。"
