"scene","idk_1","actual_char","hidden_char","text","text_hira","text_kata"
0,464,"道隆","","「……汐音を逃がす」","",""
0,448,"桜花","","「わかった」","",""
0,448,"","","自分から首を突っ込んだ俺と桜花はともかく、汐音は俺たちに\n巻き込まれた側だ。","自分から首を突っ込んだ俺と桜花はともかく、汐音は俺たちに巻き込まれた側だ。","自分から首を突っ込んだ俺と桜花はともかく、汐音は俺たちに巻き込まれた側だ。"
0,448,"","","その上、この手の暴力沙汰は苦手な普通の女の子だ。","",""
0,448,"","","こんな所を一人で逃がすにしても、不安だろう。","",""
0,448,"桜花","","「わかった、ではボクが相手をしよう」","",""
0,448,"","","桜花が金髪の前にひらりと出る。","",""
0,448,"金髪","","「へぇ。良い覚悟してんじゃん」","",""
0,448,"","","着物の上からでも桜花のスタイルの良さは分かる。","",""
0,448,"","","その上あの美しさだ。","",""
0,448,"","","途端に下卑た笑いが起こる。","",""
0,448,"","","金髪が桜花に手を伸ばす。","",""
0,448,"","","腕を掴んだ――ように見えた。","",""
0,448,"桜花","","「……ハッ！」","",""
0,448,"","","鋭い呼気と共に、金髪の体が回った。","",""
0,448,"","","桜花は腕を掴まれた――それは確かにこの目で見た。","",""
0,448,"","","が、掴まれた腕が物理法則を無視してすり抜けて、逆に\n無防備な相手の腕を極めて、投げていた。","が、掴まれた腕が物理法則を無視してすり抜けて、逆に無防備な相手の腕を極めて、投げていた。","が、掴まれた腕が物理法則を無視してすり抜けて、逆に無防備な相手の腕を極めて、投げていた。"
0,448,"桜花","","「ああ……やはり体術はいいね。\n人間工学に基づいた設計をしているから、素人でも正確に\n再現出来れば技がかかる」","「ああ……やはり体術はいいね。人間工学に基づいた設計をしているから、素人でも正確に再現出来れば技がかかる」","「ああ……やはり体術はいいね。人間工学に基づいた設計をしているから、素人でも正確に再現出来れば技がかかる」"
0,448,"","","……何かをやり遂げたような、満足気な声が聞こえる。","",""
0,448,"","","桜花は俺達を振り返り、鋭く言った。","",""
0,448,"桜花","","「いけっ」","",""
0,448,"道隆","","「わかった！」","",""
0,448,"","","汐音を連れてここを出る。\nそのついでに今回の原因は潰していく……！","汐音を連れてここを出る。そのついでに今回の原因は潰していく……！","汐音を連れてここを出る。そのついでに今回の原因は潰していく……！"
0,448,"","","振り向きざま、後ろの奴を――熊谷の腕を蹴り飛ばした。","",""
0,448,"","","握りこんでいた石が落ちる。","",""
0,448,"汐音","","「た、タカちゃんっ」","",""
0,464,"","","汐音が拾ったのを見て、空間に残ってる汐音の色を頼りに\n走り出す。","汐音が拾ったのを見て、空間に残ってる汐音の色を頼りに走り出す。","汐音が拾ったのを見て、空間に残ってる汐音の色を頼りに走り出す。"
0,448,"","","木々の中に紛れながら後ろを見ると、桜花ももう逃げに回って\nいるようだった。","木々の中に紛れながら後ろを見ると、桜花ももう逃げに回っているようだった。","木々の中に紛れながら後ろを見ると、桜花ももう逃げに回っているようだった。"
0,464,"","","森の中を走り回って、公園を抜けた。","",""
0,448,"道隆","","「はぁ……っ、はぁ……っ！」","",""
0,448,"汐音","","「……はぁ、はぁ……っ」","",""
0,448,"","","汐音は両手で例の石を抱くように握りしめている。","",""
0,448,"","","落とさないように気をつけているせいか、走りづらそうだ。\n森から追ってくる奴らは今の所いない。","落とさないように気をつけているせいか、走りづらそうだ。森から追ってくる奴らは今の所いない。","落とさないように気をつけているせいか、走りづらそうだ。森から追ってくる奴らは今の所いない。"
0,448,"","","色を頼りにまっすぐ出てきた俺たちと違い、向こうはすぐには\n来られないだろう。","色を頼りにまっすぐ出てきた俺たちと違い、向こうはすぐには来られないだろう。","色を頼りにまっすぐ出てきた俺たちと違い、向こうはすぐには来られないだろう。"
0,448,"道隆","","「ったく……復讐に人を使うなっての」","",""
0,448,"汐音","","「桜花さん、大丈夫……かな」","",""
0,448,"道隆","","「あいつなら平気だろ。\nそれより、急がないと」","「あいつなら平気だろ。それより、急がないと」","「あいつなら平気だろ。それより、急がないと」"
0,448,"汐音","","「桜花荘に？」","",""
0,448,"道隆","","「いや……」","",""
0,448,"","","辺りを見渡す。\n確かこの辺りにあったはずだ。","辺りを見渡す。確かこの辺りにあったはずだ。","辺りを見渡す。確かこの辺りにあったはずだ。"
0,448,"道隆","","（どこにあったっけかな……）","",""
0,448,"","","確か公園の入り口付近に……。","",""
0,448,"道隆","","「あった」","",""
0,448,"","","今では少なくなった公衆電話だ。\n受話器を取って、１１０番を押した。","今では少なくなった公衆電話だ。受話器を取って、１１０番を押した。","今では少なくなった公衆電話だ。受話器を取って、１１０番を押した。"
0,448,"","","……呼び出し音が掛かる。\n緊急連絡なら、無料で掛けられる。","……呼び出し音が掛かる。緊急連絡なら、無料で掛けられる。","……呼び出し音が掛かる。緊急連絡なら、無料で掛けられる。"
0,448,"","","こんな知識を本当に使う事になるなんて、思わなかった。","",""
0,448,"道隆","","「もしもし、警察ですか？\n公園の森の中で……」","「もしもし、警察ですか？公園の森の中で……」","「もしもし、警察ですか？公園の森の中で……」"
0,448,"","","相手の人相などを教えて、女の子が追われていた事も\n付け加えた。","相手の人相などを教えて、女の子が追われていた事も付け加えた。","相手の人相などを教えて、女の子が追われていた事も付け加えた。"
0,448,"","","……ついでに、彼らに久住学園の制服を着た男子生徒が\n暴行されてるっぽい感じの事も言っておいた。","……ついでに、彼らに久住学園の制服を着た男子生徒が暴行されてるっぽい感じの事も言っておいた。","……ついでに、彼らに久住学園の制服を着た男子生徒が暴行されてるっぽい感じの事も言っておいた。"
0,448,"道隆","","「……はぁ……くそ」","",""
0,448,"","","……なんか釈然としない。","",""
0,448,"","","結局これで狙い通り連中が掴まったとしても、熊谷の自爆の\n後押しをしただけだ。","結局これで狙い通り連中が掴まったとしても、熊谷の自爆の後押しをしただけだ。","結局これで狙い通り連中が掴まったとしても、熊谷の自爆の後押しをしただけだ。"
0,448,"汐音","","「……帰ろう？」","",""
0,448,"道隆","","「……ああ、……そうだな……」","",""
0,448,"","","強い脱力を感じる。","",""
0,448,"","","でも……修平がこれ以上巻き込まれる事はないはずだ。","",""
0,448,"","","それだけは本当に良かったと思った。","",""
0,464,"","","帰り際、住宅街を走るパトカーとすれ違った。","",""
0,448,"","","公園に向かっているらしい。","",""
0,448,"","","……その先の事は、もう気にするのをやめる事にした。","",""
0,464,"","","桜花荘に戻ると、そこには桜花が待っていた。","",""
0,448,"桜花","","「やあ、お帰り。怪我はないかな」","",""
0,448,"汐音","","「桜花さんっ！」","",""
0,448,"","","汐音が桜花に飛び付く。","",""
0,448,"","","半泣きになって、胸に顔をうずめていた。","",""
0,448,"桜花","","「だから平気だと言っただろう？」","",""
0,448,"道隆","","「でもかなりひやひやしたぞ……」","",""
