"scene","idk_1","actual_char","hidden_char","text","text_hira","text_kata"
0,464,"","","歩きまわっている間に日が落ち始める。","",""
0,448,"","","夕方になって、やっと見た事のある色を発見した。","",""
0,448,"道隆","","「見つけた」","",""
0,448,"桜花","","「場所は？」","",""
0,448,"道隆","","「公園の方だな……人の居ない方向に行ってるんだと思う」","",""
0,464,"桜花","","「こっちは昨夜の場所だね」","",""
0,448,"道隆","","「……本当に人の少ない所に向かってるな」","",""
0,448,"汐音","","「昨日、こんな所にきてたの？」","",""
0,448,"","","……汐音の突っ込みには答えなかった。","",""
0,464,"桜花","","「……ようやく見つけたよ」","",""
0,448,"","","俺たちの目の前に、先日見つけた彼がいた。","",""
0,448,"","","制服を着たまま、樹にもたれかかるように座っている。","",""
0,448,"汐音","","「…………」","",""
0,448,"","","汐音が俺にしがみついてくる。","",""
0,448,"道隆","","「お前……本当にこの前のあいつか？」","",""
0,448,"","","外見は同じ。\n身に着けている若干改造された制服も同じ。","外見は同じ。身に着けている若干改造された制服も同じ。","外見は同じ。身に着けている若干改造された制服も同じ。"
0,448,"","","ただ雰囲気が完全に異なっている。","",""
0,448,"男子生徒","","「……お前、確か……新堂とかいう……。\nずいぶん懐かしいな、何年ぶりだよ」","「……お前、確か……新堂とかいう……。ずいぶん懐かしいな、何年ぶりだよ」","「……お前、確か……新堂とかいう……。ずいぶん懐かしいな、何年ぶりだよ」"
0,448,"道隆","","「……何年もクソも、ついこの前会ったばかりだろ。\nまだ一週間も経ってないぞ」","「……何年もクソも、ついこの前会ったばかりだろ。まだ一週間も経ってないぞ」","「……何年もクソも、ついこの前会ったばかりだろ。まだ一週間も経ってないぞ」"
0,448,"男子生徒","","「そう……か、そうなのか……」","",""
0,448,"","","訳が分からない。","",""
0,448,"","","が……この理論の通じない不気味さは覚えがある。","",""
0,448,"","","ただ、その時は逆の視点だった。","",""
0,448,"","","俺が、俺が見える色の事を人に話した時。\n相手は今の俺と同じような感じじゃなかっただろうか……？","俺が、俺が見える色の事を人に話した時。相手は今の俺と同じような感じじゃなかっただろうか……？","俺が、俺が見える色の事を人に話した時。相手は今の俺と同じような感じじゃなかっただろうか……？"
0,448,"","","彼は右手を持ち上げる。","",""
0,448,"","","そこにはナイフみたいな何かが握られている。","",""
0,448,"汐音","","「――きゃっ」","",""
