"scene","idk_1","actual_char","hidden_char","text","text_hira","text_kata"
0,464,"","","今日から待ちに待ったゴールデンウィーク初日。\nこの日は汐音との約束通り、デートにきていた。","今日から待ちに待ったゴールデンウィーク初日。この日は汐音との約束通り、デートにきていた。","今日から待ちに待ったゴールデンウィーク初日。この日は汐音との約束通り、デートにきていた。"
0,456,"汐音","","「うわわ、すごいね～～」","",""
0,456,"","","祝日の大通りは、あちこちに屋台や露店が出来ていた。","",""
0,456,"","","軒を連ねているのは、縁日さながらの食べ物屋に金魚すくいや\n風船すくい、射的などの定番ゲーム。","軒を連ねているのは、縁日さながらの食べ物屋に金魚すくいや風船すくい、射的などの定番ゲーム。","軒を連ねているのは、縁日さながらの食べ物屋に金魚すくいや風船すくい、射的などの定番ゲーム。"
0,456,"","","フリーマーケットやアクセサリーの露店まで立ち並んでいる。","",""
0,456,"","","手を繋いで歩く汐音はとても楽しそうで、無邪気な笑顔で\nはしゃいでいる。","手を繋いで歩く汐音はとても楽しそうで、無邪気な笑顔ではしゃいでいる。","手を繋いで歩く汐音はとても楽しそうで、無邪気な笑顔ではしゃいでいる。"
0,456,"道隆","","「いつも通ってる所だけど、改めて来ると違うもんだな」","",""
0,456,"汐音","","「うんうん」","",""
0,456,"","","露店で買った物を片手に街を歩くだけで、雰囲気が全然違う。","",""
0,456,"","","汐音もクレープアイスにチョコレートのトッピングを片手に\n御満悦だ。","汐音もクレープアイスにチョコレートのトッピングを片手に御満悦だ。","汐音もクレープアイスにチョコレートのトッピングを片手に御満悦だ。"
0,456,"道隆","","「他に何か食べたいもんはあるか？」","",""
0,456,"汐音","","「い、いいよ。まだアイス残ってるもん」","",""
0,456,"道隆","","「そっか。じゃあ俺は焼きそばでも」","",""
0,456,"汐音","","「焼きそば！」","",""
0,456,"道隆","","「……食うか？」","",""
0,456,"汐音","","「あ、アイスあるし……」","",""
0,456,"道隆","","「アイス食ったら焼きそばでいいんじゃ？」","",""
0,456,"汐音","","「一気に食べると頭いたくなるから……」","",""
0,456,"道隆","","「わかったわかった」","",""
0,456,"","","５００円支払って焼きそばを買う。","",""
0,456,"","","箸を使って、汐音に差しだした。","",""
0,456,"道隆","","「はい、あーん」","",""
0,456,"","","汐音がやや身を引く。","",""
0,456,"","","頬が赤くなっている。","",""
0,456,"","","素早く周囲を見渡してた。","",""
0,456,"","","そして小さく息をつく。","",""
0,456,"","","……こいつ、知り合いがいないか確かめてたな。","",""
0,456,"汐音","","「あ、あーん……」","",""
0,456,"汐音","","「……もぐ、もぐもぐ」","",""
0,456,"道隆","","「美味いか？」","",""
0,456,"汐音","","「おいしいっ」","",""
0,456,"道隆","","「じゃあ俺も」","",""
0,456,"汐音","","「あっ」","",""
0,456,"道隆","","「……？？」","",""
0,456,"汐音","","「それ、間接……」","",""
0,456,"道隆","","「………………今さら気にするのか？」","",""
0,456,"汐音","","「き、気になっちゃったんだもんっ」","",""
0,456,"","","教室でジュースの回し飲みも平然とやってたのに。","",""
0,456,"","","先日なんか、キスまでやっていたのに。","",""
0,456,"道隆","","「あはははっ」","",""
0,456,"","","なんだかおかしくなってしまった。","",""
0,456,"汐音","","「もう……笑わないでよぉ……」","",""
0,456,"","","汐音の照れた顔に、ますます笑ってしまうのだった。","",""
0,448,"","","再び汐音と通りを見て回る。","",""
0,448,"","","そのうちの一つの店で足を止めた。","",""
0,464,"道隆","","「お、射的だ」","",""
0,448,"汐音","","「タカちゃんやってみる？」","",""
0,448,"道隆","","「ああ。せっかくだしな」","",""
0,448,"","","弾五発で３００円か。","",""
0,448,"","","露店のおじさんに金を払い、弾を買った。\n銃の先端に込めて、景品に狙いをつける。","露店のおじさんに金を払い、弾を買った。銃の先端に込めて、景品に狙いをつける。","露店のおじさんに金を払い、弾を買った。銃の先端に込めて、景品に狙いをつける。"
0,448,"汐音","","「……取れそうなのある？」","",""
0,448,"道隆","","「う～～ん」","",""
0,448,"","","狙いを定めながら、屋台の左右を見渡す。","",""
0,448,"","","キーホルダーは……当たればいけそうだが、的が小さい。","",""
0,448,"","","猫のぬいぐるみは目を引く。これが看板景品だろう。\nしかしサイズが大きい。コルクの弾じゃ当たっても小揺るぎも\nしないかもしれない。","猫のぬいぐるみは目を引く。これが看板景品だろう。しかしサイズが大きい。コルクの弾じゃ当たっても小揺るぎもしないかもしれない。","猫のぬいぐるみは目を引く。これが看板景品だろう。しかしサイズが大きい。コルクの弾じゃ当たっても小揺るぎもしないかもしれない。"
0,448,"","","他に取れそうなのは……缶の貯金箱。\nキャラクターグッズ。","他に取れそうなのは……缶の貯金箱。キャラクターグッズ。","他に取れそうなのは……缶の貯金箱。キャラクターグッズ。"
0,448,"","","携帯ゲーム機のソフト……は無理だな。諦めよう。","",""
0,448,"道隆","","「いやー……難しそうだな」","",""
0,448,"","","そうやって見ていくと、取れそうな可能性がどんどん減って\nいってしまう。","そうやって見ていくと、取れそうな可能性がどんどん減っていってしまう。","そうやって見ていくと、取れそうな可能性がどんどん減っていってしまう。"
0,448,"美緒","","「おにいちゃん、猫さんのぬいぐるみあるよ」","",""
0,448,"修平","","「……ん」","",""
0,448,"","","聞いた事のある声に隣を向くと、修平と美緒ちゃんがいた。","",""
0,448,"道隆","","「あれ？　今日は美緒ちゃんと一緒に遊びにきたのか？」","",""
0,448,"修平","","「そんな所だ」","",""
0,448,"美緒","","「こんにちはっ」","",""
0,448,"道隆","","「やあ、美緒ちゃん」","",""
0,448,"汐音","","「こんにちはー！　お兄ちゃん、一緒に遊んでくれてるの？」","",""
0,448,"美緒","","「はいっ！！」","",""
0,448,"","","とっても嬉しいとばかりに、全身から喜びを表現している。","",""
0,448,"","","美緒ちゃんがここまで喜んでくれるなら、修平もサービスの\nしがいがあるだろう。","美緒ちゃんがここまで喜んでくれるなら、修平もサービスのしがいがあるだろう。","美緒ちゃんがここまで喜んでくれるなら、修平もサービスのしがいがあるだろう。"
0,448,"修平","","「美緒も打つか？」","",""
0,448,"美緒","","「う……うん。できるかなぁ」","",""
0,448,"修平","","「簡単だ」","",""
0,448,"","","修平は追加でお金を払い、美緒ちゃんの分も弾を買った。","",""
0,448,"","","背の小さい美緒ちゃんを支えながら、修平は持つ所を\n抑えて狙いをつけている。","背の小さい美緒ちゃんを支えながら、修平は持つ所を抑えて狙いをつけている。","背の小さい美緒ちゃんを支えながら、修平は持つ所を抑えて狙いをつけている。"
0,448,"","","美緒ちゃんは二度三度と打つが、当たっても景品を揺らす\nだけで、取る事は出来なかった。","美緒ちゃんは二度三度と打つが、当たっても景品を揺らすだけで、取る事は出来なかった。","美緒ちゃんは二度三度と打つが、当たっても景品を揺らすだけで、取る事は出来なかった。"
0,448,"","","それでも二人は楽しそうにしてる","",""
0,448,"汐音","","「赤城君も楽しそうだね」","",""
0,448,"道隆","","「修平の気持ち分かるな」","",""
0,448,"","","言いながら狙いをつけて打つ。","",""
0,448,"","","――バスっ！","",""
0,448,"","","一発目はかすりもせずに外れてしまった。","",""
0,448,"汐音","","「そうなの？　やっぱり美緒ちゃんくらい可愛い妹だと\n気合い入るからかな」","「そうなの？　やっぱり美緒ちゃんくらい可愛い妹だと気合い入るからかな」","「そうなの？　やっぱり美緒ちゃんくらい可愛い妹だと気合い入るからかな」"
0,448,"道隆","","「そういうんじゃない」","",""
0,448,"","","さっきの汐音を思い出す。","",""
0,448,"","","子供みたいに全身ではしゃいでいた。\n見てる俺まで楽しくなった。","子供みたいに全身ではしゃいでいた。見てる俺まで楽しくなった。","子供みたいに全身ではしゃいでいた。見てる俺まで楽しくなった。"
0,448,"","","なら、俺も楽しませてやりたいと思う。","",""
0,448,"","","――バスッ！","",""
0,448,"","","……次は人形に当たったけど、少し揺れただけで終わった。","",""
0,448,"道隆","","（やっぱりダメか）","",""
0,456,"修平","","「……ダメだな、あれ」","",""
